Pipe_ID,Start_Node_ID,End_Node_ID,Pipe_Length,Pipe_Capacity,Operation_Cost
1609,12,105,880,423.65815975095757,708.4034239354422
1610,105,44,381,402.1941486090124,557.2585746688101
1611,8,106,677,304.41716906023595,514.7767167196588
1612,106,13,890,377.53903096780135,383.02092053291403
1613,2,107,695,471.3928829552478,863.228781224421
1614,107,12,907,453.94932457141743,885.2462206108471
1615,16,108,438,368.3282225381204,689.0787341401423
1616,108,6,291,335.6832193126992,364.8930087440141
1617,20,109,222,422.82663523750364,495.4947504116692
1618,109,40,170,411.0994560339263,650.3515735566812
1619,20,110,254,470.2811495782948,350.55861969351065
1620,110,7,542,436.0768827525044,464.47221829152045
1621,3,111,477,447.9735653200807,773.4137067288805
1622,111,9,370,328.1094255991086,471.8842426467502
1623,26,112,504,449.6032153398805,801.9185344565421
1624,112,38,939,485.71937630612763,743.2461057695582
1625,23,113,625,353.0162568677145,717.7154701806539
1626,113,38,463,318.542962162054,619.3337249137164
1627,10,114,733,320.2759684939727,775.1347942774375
1628,114,31,982,396.4548000163087,334.38618600629206
1629,10,115,496,441.4852550323865,727.0667669945697
1630,115,4,949,445.52622753993774,853.5622542563747
1631,17,116,429,418.3433937784801,415.21402148180675
1632,116,11,546,304.95297551523026,449.29141621195913
1633,2,117,619,355.92726369864124,381.8221964805395
1634,117,36,621,462.629531033597,454.4873856862349
1635,4,118,576,377.1107128802628,604.0114745124017
1636,118,48,537,449.9907363604816,783.0701107897066
1637,12,119,405,313.9438851667459,836.0428374527922
1638,119,23,234,357.57593561393617,734.8177525570948
1639,6,120,345,472.49792437966016,489.5982846751364
1640,120,10,474,308.1867888748691,329.7968948758313
1641,19,121,341,312.6212738231092,494.7655011060969
1642,121,8,347,335.9199562880192,468.810373112305
1643,7,122,900,385.82989839166436,344.9375052011902
1644,122,32,915,322.84742771827916,453.2120101373409
1645,25,123,279,375.5988077252306,888.7089352763053
1646,123,25,942,458.3871245927528,541.3842248294231
1647,8,124,993,376.5766294568367,731.4453723064871
1648,124,7,331,488.7556222736738,450.53418992046284
1649,15,125,328,307.9845065127503,569.4471084809255
1650,125,50,857,430.7573502248923,510.1192086139314
1651,8,126,992,476.9615894061302,438.8145853556454
1652,126,23,535,498.6530392859493,821.1342169496764
1653,26,127,263,403.3255183708551,470.7602293828086
1654,127,25,935,469.63629965598943,711.1047079666683
1655,30,128,374,340.2927842107066,459.1251221980975
1656,128,16,932,319.1281392047432,551.481704665233
1657,25,129,629,482.56016008157235,666.2178046908941
1658,129,30,281,349.94883584587103,505.96529343866894
1659,26,130,715,411.84362635369166,608.8453162540679
1660,130,12,997,303.20563129102464,878.2111132122295
1661,13,131,584,420.64261241990084,347.829043912371
1662,131,37,381,470.19037988136,507.51531478516154
1663,23,132,353,453.2694426209305,543.8499219444112
1664,132,37,496,429.73659067147287,839.5493509735215
1665,13,133,268,326.2575944009648,485.8150266631135
1666,133,42,859,481.76529954337246,756.2400403724896
1667,3,134,354,425.09561208493227,392.91454444729277
1668,134,6,676,341.8074074771845,717.4769801644472
1669,29,135,520,499.1021936031733,570.1660862649544
1670,135,45,336,388.5658740768648,808.3616459776342
1671,13,136,762,490.4191303305847,505.11946127889064
1672,136,4,715,413.08318795050764,312.60549419181643
1673,25,137,399,389.16510996540325,789.9931459209741
1674,137,48,452,317.34131351912805,623.0178612606137
1675,22,138,855,377.59455087957724,797.7394988570211
1676,138,5,581,487.07889793355974,750.8539905187815
1677,10,139,464,435.3234467105013,518.0423591996562
1678,139,42,521,355.1133552618357,499.3035132370395
1679,24,140,204,453.06325990507725,857.6420903094923
1680,140,10,782,459.5996070438448,743.127632038178
1681,5,141,320,377.4446282420414,469.65927423605916
1682,141,12,103,483.70432055410356,328.1955006018705
1683,4,142,380,381.0297107356813,443.408720799566
1684,142,37,620,473.90673436299596,408.3945247867819
1685,3,143,609,343.75434168217595,495.73230418855894
1686,143,41,871,397.84545094998384,380.00668038982224
1687,18,144,306,358.3386901443172,854.5857402315348
1688,144,5,965,394.86173297368606,400.81203131560716
1689,26,145,884,379.9966036587137,334.4351062129641
1690,145,35,785,476.8686855942575,391.04574777183143
1691,17,146,545,432.9478409821693,551.600808251573
1692,146,49,158,382.1463086982024,602.7823727864609
1693,2,147,660,438.34402282693776,696.8056073668347
1694,147,31,338,373.65002147902663,887.4191044750004
1695,19,148,910,400.38908102636833,845.9580948958311
1696,148,26,179,407.23107725054723,730.4176518218201
1697,27,149,551,487.77539502845457,476.9674944254052
1698,149,30,519,451.3855318682883,713.4726542974549
1699,18,150,853,396.1119881672536,341.25234385349245
1700,150,21,923,445.37538122795434,824.4082027852294
1701,26,151,954,331.6896074379812,337.32305491541456
1702,151,23,767,362.2763879785169,541.0181356558659
1703,17,152,136,471.5715567034978,482.9418746310381
1704,152,18,305,325.8142493861763,478.71563903412675
1705,20,153,118,394.3252730390523,436.488962216124
1706,153,44,216,366.5458953020758,863.9546237314253
1707,5,154,154,497.62481519092705,591.1382734592137
1708,154,13,330,478.2280183587019,576.2132238808961
1709,6,155,543,441.1230609568586,612.9305903465803
1710,155,1,703,492.2829080847278,681.5464594258431
1711,30,156,824,315.84263000167414,328.2350276760113
1712,156,31,919,421.1793630358966,557.0110803413078
1713,31,157,246,456.7003005175818,306.3079347249921
1714,157,14,708,413.6863908661007,775.1958200434258
1715,4,158,477,350.1746943432221,605.7938704822564
1716,158,1,170,367.1632729283069,669.0418524088188
1717,31,159,179,492.4116997882703,605.3754242532285
1718,159,20,585,355.73886318570516,875.323123914246
1719,24,160,888,415.965915209545,469.53016051118334
1720,160,29,118,380.9937174752377,899.2757614893927
1721,3,161,525,415.7083636407063,349.5432948211663
1722,161,3,252,387.9125883545797,606.2760788078648
1723,23,162,535,323.0725602611408,821.8087940061977
1724,162,48,297,366.975658027397,642.512361767257
1725,23,163,300,301.2367645281793,786.4101422025551
1726,163,19,603,318.2651468667114,396.86861161975264
1727,10,164,414,407.50802872806923,308.51798068303424
1728,164,47,357,389.9887348537719,715.7453466148606
1729,17,165,936,499.0843025850912,472.5067196302554
1730,165,7,180,476.52309150344917,358.18725750965723
1731,4,166,808,311.5482158934072,807.0073422934655
1732,166,29,295,408.75741407834937,716.9820798728855
1733,18,167,156,433.60065014860277,379.9960898055451
1734,167,30,443,463.4382101453282,308.1970112823657
1735,1,168,434,305.78886334867343,443.78747097453396
1736,168,28,799,458.8028900531925,645.8933418839196
1737,19,169,464,461.9957487366945,442.9738023318549
1738,169,49,208,400.9005848109672,456.50954757725333
1739,27,170,195,429.65950545976034,606.6562928834388
1740,170,18,979,493.39370292366306,642.7195103777483
1741,18,171,778,474.5039903658725,446.4885363041443
1742,171,8,921,485.16547488870344,695.9960700811903
1743,4,172,501,326.2824765710537,457.4910047403546
1744,172,9,812,348.79906047049445,880.0405365210648
1745,3,173,693,349.52632861428776,508.8311732863923
1746,173,4,266,493.3244441792215,566.0634617016265
1747,12,174,293,405.2188026503084,712.6615238194408
1748,174,23,915,447.29463492381456,330.9944142687846
1749,4,175,562,377.25754102910906,512.0839152364324
1750,175,31,239,489.704065502783,726.6960525166596
1751,10,176,457,452.7713000400428,608.4491524597112
1752,176,2,685,404.4993617781177,684.6149145812128
1753,17,177,295,381.02161091757137,301.62488989227126
1754,177,39,218,301.5533284307937,595.2552062100588
1755,13,178,413,355.65353216375394,537.2509621454269
1756,178,15,177,462.95873350473175,550.4349744036601
1757,3,179,614,326.7556289987936,871.9843005494236
1758,179,3,608,339.8186839871851,508.69340845982754
1759,7,180,368,408.9602170552197,375.38609544738836
1760,180,39,699,347.7503542172048,428.1257126942048
1761,5,181,830,401.82708258431984,383.5916894268278
1762,181,38,615,474.31717657248134,551.0074844962548
1763,4,182,968,313.60746281833394,490.1424826323748
1764,182,31,155,401.1851600292788,766.6367460406759
1765,4,183,913,468.9728170821017,515.8053367338407
1766,183,17,519,362.566839504844,336.54332594110963
1767,9,184,869,301.96551051395755,545.5095524750932
1768,184,28,270,473.24657405353406,566.5103687529027
1769,11,185,538,472.4422846643876,789.6554117485568
1770,185,12,827,481.9487373425368,811.074203196325
1771,13,186,908,320.8830738996236,641.3899165824737
1772,186,13,219,391.5926428979071,538.0735952487505
1773,22,187,435,413.85958682695906,301.24591056004874
1774,187,5,829,415.86268055769216,833.4003664887995
1775,24,188,973,442.8919367771564,566.7765947483429
1776,188,31,686,389.85363169312734,477.8669326464919
1777,6,189,908,324.9226771356655,691.4855733043394
1778,189,34,563,392.79708348807617,379.9705548493039
1779,17,190,656,473.5404195838478,724.5723514443212
1780,190,27,849,455.1754508939386,784.7743968654114
1781,22,191,951,322.79317742384825,686.3447742406588
1782,191,29,683,415.47068024393354,687.8444251368534
1783,22,192,725,405.7414639768105,320.62611501103515
1784,192,38,473,316.28944257823184,561.0087566041341
1785,31,193,931,409.08559004234263,380.04980131392426
1786,193,48,399,459.00230738569405,398.0126698458939
1787,22,194,457,329.1030965574718,826.276537139101
1788,194,30,780,353.42881397412987,846.3989972303331
1789,28,195,280,325.81723902849234,745.3792540403665
1790,195,27,961,322.4794054352026,329.5853922658948
1791,7,196,525,479.88250443346504,380.12053989644966
1792,196,5,570,464.22848494406946,881.6945396437069
1793,26,197,659,322.5006261053263,741.5522438243693
1794,197,29,281,427.8215693989413,504.5771841857931
1795,4,198,993,352.7102958993556,467.4782824645618
1796,198,11,196,499.63998153312355,344.9760260820078
1797,1,199,120,381.5791874743094,508.6694418293323
1798,199,2,702,318.3555212942352,708.5719748421457
1799,27,200,804,402.8454022531955,623.5146477081798
1800,200,28,714,453.57527272674224,751.0767524203538
1801,20,201,802,372.45869800004095,795.8341869603331
1802,201,44,608,391.8687311187913,333.0609210952987
1803,2,202,287,456.8542598613434,868.1281178046141
1804,202,50,175,379.59206927615145,858.8873955580084
1805,15,203,937,482.77525806435926,888.6269173526795
1806,203,5,317,436.50234602324,697.3392949977558
1807,6,204,354,353.6286459223842,489.4010886984396
1808,204,15,222,320.5058396455603,307.15078978694527
1809,3,205,146,478.1664296579267,569.422656221977
1810,205,43,248,473.87046019846946,742.0958734509024
1811,26,206,797,414.5521065910174,382.3362879701226
1812,206,25,555,348.6359960528452,630.3423807248186
1813,6,207,632,350.8518321977861,678.6296359621324
1814,207,21,547,444.1450224053358,608.4140219259059
1815,14,208,130,426.376031849377,616.2300938955382
1816,208,9,370,436.7576401779749,751.8713083078045
1817,22,209,691,473.92329154645233,413.66605990044167
1818,209,37,441,489.55921320289144,537.9543446317978
1819,29,210,947,405.0890252724359,365.6945835326773
1820,210,31,113,499.66375131419136,624.8175830376792
1821,25,211,610,498.9549909147812,879.9353511330859
1822,211,29,916,425.1299825882906,648.4535994333955
1823,23,212,320,435.04616751240746,423.5291929069927
1824,212,36,972,325.222028335725,377.91420805072863
1825,25,213,172,471.72002139649965,877.6395503166834
1826,213,10,525,336.8202646721914,363.3902072693584
1827,3,214,105,415.7512952719999,670.9710126082318
1828,214,2,925,440.65544554649034,800.674951713658
1829,12,215,761,449.504127349301,810.5116543932572
1830,215,48,311,428.08945479865054,488.4972383021833
1831,1,216,216,306.68471448710073,647.875706299773
1832,216,47,870,442.4440410354317,405.53417005119724
1833,22,217,591,309.61579369729003,590.1447514223205
1834,217,24,610,484.22877603616837,885.651614519743
1835,4,218,115,450.7440353124259,452.0276392976007
1836,218,15,370,436.68588303145407,656.2107719452399
1837,15,219,829,361.8925152892365,568.7829938293139
1838,219,35,496,496.8178927933028,475.34937404363274
1839,7,220,396,370.90964176572146,638.7564487741929
1840,220,39,358,351.7923210049951,827.2479142061579
1841,1,221,968,489.4599998840134,423.3728926196046
1842,221,7,743,409.13373299372694,710.3850779490848
1843,28,222,432,360.31737397471034,412.9815149502639
1844,222,48,897,318.60348185253497,386.32077980599786
1845,25,223,691,384.58870874831155,777.3470257545519
1846,223,22,827,428.6857899034661,418.30978918083974
1847,21,224,455,333.36971564111553,854.2388375260657
1848,224,18,533,324.92301263782497,519.5395791706845
1849,2,225,120,343.66062236230243,332.8159047457606
1850,225,47,138,320.5536485299564,403.3184876541798
1851,17,226,435,402.10405225976893,384.35515090401935
1852,226,31,660,332.7232408276553,715.0665834851893
1853,14,227,158,437.1303498530399,435.76640048628417
1854,227,47,613,321.4058268422076,768.4195825029772
1855,5,228,693,376.5666789536871,678.3811769898482
1856,228,7,369,387.5530109976257,486.2225334648721
1857,17,229,605,487.235312833301,864.4505155406766
1858,229,17,168,474.9487299313132,742.4588648562733
1859,1,230,199,475.1370255172212,462.8585185656319
1860,230,29,992,332.512241186283,509.71368070163885
1861,6,231,731,458.27258382457717,708.3363996833027
1862,231,4,181,391.5487634332427,357.33546237500116
1863,7,232,819,487.08496488970684,887.8821212285628
1864,232,50,161,334.79217753924513,327.7178899209773
1865,10,233,821,482.52100537662204,406.4108169958457
1866,233,48,412,342.28625159978225,459.10244471001334
1867,14,234,964,493.08972692012424,849.4886089144463
1868,234,44,197,459.02205650534495,381.4475118599406
1869,31,235,656,492.8706468071973,398.2373747275026
1870,235,3,641,342.64078627782703,769.0373934028556
1871,26,236,796,352.13233096658735,355.5171326200315
1872,236,2,161,383.78584478748377,608.737074208979
1873,19,237,240,481.22018573608517,382.64045933268517
1874,237,23,492,303.7062467188667,386.17282684128975
1875,12,238,675,445.49541559929935,771.9034281168733
1876,238,32,944,468.58909649123945,567.5319719158847
1877,12,239,429,446.3745474573002,404.3782235420032
1878,239,25,261,427.4604313076048,342.41796491061973
1879,6,240,985,406.9598932562385,897.7346958267832
1880,240,26,412,463.2113514228647,559.2403710399706
1881,11,241,287,419.08296032402166,831.957264901439
1882,241,49,583,420.8608839642958,678.0112083712964
1883,26,242,757,328.8624087374963,356.1356441474013
1884,242,46,655,474.7068528490429,441.8849473432167
1885,18,243,590,447.2070800852131,492.0096678524351
1886,243,8,709,332.5022130594913,875.8474328771815
1887,20,244,587,472.75792459300067,544.0642491432031
1888,244,15,995,328.77523107795605,305.17140155506814
1889,8,245,125,387.0585448375268,615.092336466977
1890,245,50,781,450.1088327507475,747.8518980059093
1891,1,246,328,446.4438412624445,439.8113786381009
1892,246,23,746,417.68624809069047,426.45785965794374
1893,5,247,205,425.6060929139074,797.9637559274661
1894,247,26,232,351.6600858255184,820.2069641463603
1895,1,248,718,389.6170974566153,592.740117167581
1896,248,50,216,425.36052601296876,515.2455063257332
1897,7,249,765,388.300784656235,378.4035782479574
1898,249,2,468,473.79182100417927,842.6716869374964
1899,10,250,315,418.82727829551027,731.5803654150682
1900,250,28,941,316.3359529732708,430.6349392793413
1901,26,251,169,466.3449262610179,577.9196617853522
1902,251,26,751,426.30887573523205,625.7642666935967
1903,23,252,554,329.8872517036589,857.9613564444514
1904,252,21,332,336.3262843757644,481.4374441823534
1905,9,253,178,393.66011829127706,811.876903146142
1906,253,34,150,486.52044150072874,375.13801537724805
1907,3,254,731,471.0330689942946,515.2534572127643
1908,254,49,502,321.8964732137988,879.5020012845501
1909,20,255,559,429.6060636110428,447.27267752335825
1910,255,30,551,455.3642734480562,704.0518373468597
1911,31,256,128,478.4938187904023,347.17602659385483
1912,256,2,392,349.6574959261692,892.808377239253
1913,3,257,505,446.52253984807976,710.8350983286027
1914,257,46,128,347.79953604231025,468.77073813182045
1915,28,258,450,346.86501313010535,311.7908896481087
1916,258,10,291,440.48107317324036,479.6746343605528
1917,24,259,314,499.5954911116521,814.8833550159926
1918,259,40,893,496.05224156329984,690.0679340515283
1919,25,260,403,308.9721115255434,673.528194277369
1920,260,26,492,424.7487452175191,380.4149365913951
1921,1,261,504,468.83717916481635,383.58140322474856
1922,261,44,455,316.13395347823547,703.4089605857189
1923,27,262,779,368.29388132168845,429.36585914582685
1924,262,39,815,343.4206458939781,625.2162417998278
1925,23,263,257,329.57048757247674,864.5257604968253
1926,263,5,710,413.4886416046459,526.2046271752467
1927,31,264,772,354.70840580038737,539.7948012514522
1928,264,28,130,400.5260231242507,454.6670929223948
1929,8,265,716,302.87459035555554,329.7075778213761
1930,265,37,632,368.3349147636908,871.9898233205763
1931,21,266,960,442.74125173534145,790.8873486766809
1932,266,20,636,400.6440829717269,759.0893099167583
1933,6,267,780,329.8763272452864,688.9541724466933
1934,267,5,112,342.6070639686528,664.6670631641323
1935,25,268,470,428.61219870800596,757.5204226653209
1936,268,34,889,353.246300299762,318.80560131532
1937,22,269,486,424.46059581480523,860.6521301055083
1938,269,5,571,447.0052298210197,819.8706379494249
1939,24,270,311,409.2495200261702,353.68387368623235
1940,270,12,816,470.6569597134404,813.6921731967961
1941,14,271,355,318.14417654956617,457.61728620116116
1942,271,47,271,325.7805170146998,731.9980815764677
1943,18,272,688,492.1658834160377,841.7208140592901
1944,272,15,903,319.3281168329743,464.49842260338005
1945,16,273,268,452.6300115491123,781.3495075410684
1946,273,18,874,383.5767993235219,326.7054235657028
1947,23,274,627,390.257035435528,370.18982783115456
1948,274,29,762,470.63516245156006,648.792611835032
1949,1,275,252,338.33426376605485,584.7266100951338
1950,275,43,285,407.13779409120593,536.5142967599447
1951,19,276,792,398.59654209161783,583.1415063387138
1952,276,23,545,469.35700037394906,799.1649250128312
1953,18,277,172,366.659971974105,595.1568144234775
1954,277,17,630,347.6674421255994,776.3730508293544
1955,5,278,645,366.8091096839919,364.09259577839435
1956,278,10,443,489.85623435119675,483.05981209171597
1957,26,279,544,392.13455833099863,484.25264601614924
1958,279,16,106,364.62904345588345,626.4651743636812
1959,8,280,623,359.69861961499265,703.4171147593166
1960,280,43,327,355.6224335107607,410.66111435055893
1961,6,281,382,451.90402974338883,423.5929105130839
1962,281,28,536,304.22996466988326,551.3597867903676
1963,6,282,202,367.7465911548863,638.2422608672397
1964,282,6,912,448.39907822523446,331.3674619612558
1965,26,283,220,339.6392772843336,824.6388190249985
1966,283,46,866,444.53671489489733,491.5351786717131
1967,31,284,896,325.3274251036749,407.11187356355924
1968,284,40,519,316.3876878076292,417.58811082105717
1969,13,285,802,495.29793222957744,525.7555975982532
1970,285,32,727,408.96493513468636,461.8454795242602
1971,26,286,236,431.7803613149714,893.47519146524
1972,286,20,281,434.4119005323471,331.2142530176681
1973,21,287,959,300.7836749902186,899.6764086358039
1974,287,31,532,457.34460294670816,605.8356451729078
1975,23,288,502,330.2528568925352,470.8048433078782
1976,288,37,776,451.2620193960588,623.7970733418915
1977,26,289,463,303.6058017917824,361.3993077204379
1978,289,4,313,486.6385834098037,682.441488725533
1979,26,290,982,393.2749189009097,516.9996499170256
1980,290,8,512,323.601205323875,753.9235003357444
1981,30,291,661,305.494112502597,542.1755371619383
1982,291,9,582,334.9767872389725,703.586606116074
1983,3,292,792,444.95739499167723,603.2122009426957
1984,292,11,394,340.5746351828469,747.3769995123012
1985,15,293,310,433.1301001251919,596.0879988437266
1986,293,44,579,349.795379832273,523.3842591438287
1987,4,294,945,390.01283408315163,422.83167236999935
1988,294,35,200,429.9085917207321,481.573909757253
1989,8,295,342,355.8678970553119,521.6346986730682
1990,295,31,325,477.11188871712625,306.0062463354819
1991,12,296,711,414.3357756699477,498.9947065062105
1992,296,15,506,401.55043037253284,599.465194864564
1993,30,297,255,377.90320518908175,444.63860751404195
1994,297,32,425,359.4428227690192,381.37596960438805
1995,18,298,955,439.4863234474385,685.6839546517042
1996,298,34,779,487.49623447982094,715.1564179599552
1997,22,299,123,348.68852335308213,805.3162385238687
1998,299,43,767,422.18527749669556,300.76084614929414
1999,21,300,773,404.34236027338363,457.6018411982907
2000,300,29,141,351.71145272804915,502.32749424377147
2001,18,301,831,310.24485928086267,597.909253338363
2002,301,45,408,380.19406533767034,510.4258727952506
2003,5,302,404,353.58855002136954,612.1167646343313
2004,302,47,381,330.282088787217,779.0721030307143
2005,31,303,191,461.8739088873891,527.5700350365267
2006,303,14,152,324.27438490972395,891.5605011749507
2007,18,304,463,378.047709916799,647.1383593676127
2008,304,28,296,410.8198560791652,404.6990918387731
2009,10,305,349,468.6289730059491,686.5278095937707
2010,305,11,971,473.3642971376978,836.3838344775028
2011,29,306,554,318.96983865063123,626.4756011778605
2012,306,9,403,383.0311352114621,401.5218310063511
2013,13,307,333,302.1103273631801,354.85576131702555
2014,307,25,502,478.374626001682,472.29885907833443
2015,27,308,715,323.12112212230244,533.1785673642617
2016,308,19,866,483.52013925238003,703.8668088747172
2017,14,309,851,324.09636448769356,810.9223031387554
2018,309,3,968,494.95201626723906,805.5229376391821
2019,2,310,815,496.2842849844051,358.4260374648025
2020,310,40,320,488.17598126829694,702.5189322011436
2021,15,311,869,390.550867541748,801.3241347262244
2022,311,44,282,455.0163600678238,673.1620402540256
2023,1,312,722,469.8939803167325,624.722259462779
2024,312,45,579,452.4375022388164,728.1644197580829
2025,1,313,609,413.7625472867746,820.6338916830555
2026,313,8,668,317.0287273112164,481.76710073405036
2027,23,314,518,492.8864359135962,730.7223483311571
2028,314,20,853,476.250136336378,510.11191459917666
2029,23,315,251,374.3453969232921,310.6283103656334
2030,315,48,107,304.3400190551083,678.7128468360427
2031,14,316,137,413.12070554960866,602.34781522836
2032,316,28,907,372.5731633990207,660.6547004377817
2033,31,317,372,477.7284227673034,590.309982019934
2034,317,16,832,355.5045609804785,860.0478762140729
2035,29,318,304,415.43733524466177,688.6320326523671
2036,318,10,873,423.6205931123394,605.7053239345212
2037,1,319,375,371.88476536616344,348.88433862776515
2038,319,10,468,363.0832782517367,709.5595678687832
2039,10,320,788,307.51324590879614,730.3088682280546
2040,320,36,650,384.3022365020581,356.6384855423155
2041,24,321,459,382.8868093936663,757.4667131634601
2042,321,30,879,349.49259624662926,687.142586731999
2043,31,322,969,464.90341395998587,550.6251401837856
2044,322,16,746,354.73327698429154,888.0032779180901
2045,1,323,669,441.94741696020407,304.4146977752487
2046,323,12,106,307.50573150636063,641.5381272548689
2047,10,324,673,493.68382610008155,624.3316052333545
2048,324,41,453,489.0034188496988,704.1658991980171
2049,4,325,444,393.1451155334995,444.14701107858235
2050,325,13,514,391.0931144012724,649.2868816888451
2051,27,326,754,332.8540898911856,602.2316607539738
2052,326,20,781,432.8024456135205,503.0207195551295
2053,8,327,835,482.4415142498365,425.6090396304593
2054,327,13,184,416.29078958572484,868.6617492192889
2055,26,328,462,321.2491416939121,404.2029821726039
2056,328,43,956,429.1191745499617,835.2353161258164
2057,7,329,521,401.67109751291844,895.0990754781782
2058,329,39,648,466.6383319570908,556.0742233163517
2059,8,330,151,450.0321665909202,716.0405120574264
2060,330,42,303,355.5782251975512,598.9135795043875
2061,16,331,235,388.12062281183495,814.1700779216329
2062,331,49,675,476.48823826951633,422.1066649991319
2063,20,332,627,311.95245483567686,833.1595682622915
2064,332,8,265,382.74657951606594,479.5490515560963
2065,4,333,701,341.6555350307092,423.1320523764431
2066,333,17,178,339.8313795194134,554.876508798847
2067,12,334,707,483.0832402933407,757.1606254458583
2068,334,32,617,497.6741133443142,579.166518765554
2069,3,335,325,352.454864362997,561.6422881315875
2070,335,5,309,377.449209640695,770.6433993650401
2071,30,336,957,336.1749048850673,740.8570868132066
2072,336,10,795,398.16206025360856,345.31996149414454
2073,6,337,232,375.73484199455675,872.6536681926443
2074,337,29,537,353.7723089958013,312.6221414762812
2075,27,338,887,306.497319338033,657.1661046624326
2076,338,50,261,493.7629381155609,590.527883608585
2077,31,339,734,410.33759356129235,804.6577023696609
2078,339,7,989,386.0686347378145,492.1792454980455
2079,14,340,923,338.24842581522427,669.257349019756
2080,340,3,311,369.45769486113954,459.13711350160474
2081,12,341,257,489.7580995383836,460.82831242718265
2082,341,20,611,311.0719633876819,622.8726060238879
2083,27,342,929,486.8065982261279,759.8107683344341
2084,342,23,771,464.7792763249329,688.5118773420979
2085,27,343,588,442.7915895729543,854.795165749348
2086,343,37,756,323.4128825963725,616.9066328538103
2087,21,344,651,418.498695835281,589.4958363165978
2088,344,19,402,338.96809833107284,594.7982591472785
2089,18,345,791,376.72180807103166,554.6232156321807
2090,345,49,980,420.7585514572236,479.3556900589999
2091,14,346,922,343.5399597714465,879.6128754781251
2092,346,37,727,374.36735691328386,315.5033833320067
2093,31,347,333,456.094227676031,420.70513937332765
2094,347,33,989,468.22146178777405,321.57945372804767
2095,3,348,546,357.3533755115767,635.7701133868343
2096,348,13,634,369.7740833210581,853.9012270525076
2097,24,349,179,474.82182360516606,318.2746848422981
2098,349,11,770,470.9350082768527,678.3336185455172
2099,31,350,997,341.8835341643709,622.2500733540621
2100,350,34,970,425.4628274020525,583.0192601347258
2101,29,351,115,435.2314666906891,844.6504801447427
2102,351,21,735,467.04881203177314,519.2201049303917
2103,13,352,328,410.924098242229,840.978737691816
2104,352,24,672,344.0875769785228,855.1729168758931
2105,19,353,425,399.93664605658086,336.8063246903208
2106,353,2,886,424.6823462672529,882.3328024370975
2107,25,354,264,367.2787446805819,611.4130161471335
2108,354,9,252,439.2724865066061,703.1856827562307
2109,6,355,629,448.7205035121235,750.163097683063
2110,355,1,432,396.74276647814264,476.76199976427364
2111,3,356,565,305.17921404989704,471.12704679199925
2112,356,17,538,300.3202375098058,469.93145028580045
2113,26,357,920,418.7297170214722,664.7176944485883
2114,357,2,602,435.2944286984822,413.95965973821546
2115,6,358,599,323.33782398717995,693.6008127918656
2116,358,25,765,412.4221765246459,303.5188367322968
2117,14,359,155,476.2516135526023,346.7273934547745
2118,359,16,849,484.0076328218105,462.41016258103866
2119,28,360,619,413.78428116894327,829.0253817831508
2120,360,33,165,447.91264962225364,351.97185651281643
2121,18,361,761,382.0607443745324,582.420599694637
2122,361,33,829,349.97752128618004,513.749936762268
2123,14,362,251,439.0239631891535,669.7443895983674
2124,362,49,705,378.0651558523109,845.4375257380389
2125,12,363,255,453.82154870145985,841.1457430493333
2126,363,40,276,410.13809829412935,866.6782127292228
2127,11,364,796,404.65724986004994,370.0487416612773
2128,364,43,991,407.3718293005237,861.9421308425035
2129,11,365,986,473.9082337718437,758.4573519473277
2130,365,45,904,307.2681496632485,361.10835908542964
2131,22,366,972,339.93394760812936,522.7625523032362
2132,366,26,150,361.1404271620977,614.7003445313859
2133,6,367,345,455.89660337690566,760.3024310694365
2134,367,46,647,357.1682897326819,342.66642492806204
2135,12,368,269,448.6588950448153,562.8669906199771
2136,368,36,663,409.865273037203,857.8750335783018
2137,9,369,413,313.86090120374973,573.8480638274546
2138,369,31,922,351.1745081624426,544.2460676273881
2139,2,370,329,345.3468453796723,661.1888117846715
2140,370,6,422,318.09926221917334,598.5175896164717
2141,13,371,727,444.8772711996089,413.73330512216427
2142,371,50,170,339.6006060615107,562.8130778101977
2143,9,372,699,385.78379189874204,651.3367760984681
2144,372,43,765,329.95542633618055,339.3474435879818
2145,5,373,494,411.94348718566266,515.4004608475582
2146,373,19,997,377.61169485219136,777.5790537603646
2147,21,374,187,314.56905950903996,859.5838162799574
2148,374,20,181,458.5385145698756,467.48647993338267
2149,24,375,369,474.6621746515457,324.9864134039882
2150,375,31,410,471.74899370591606,680.2699708483726
2151,24,376,537,411.05916506563625,616.5477734552103
2152,376,46,420,346.63751088432326,818.6417923166387
2153,11,377,640,438.8263307952474,309.6747878233289
2154,377,39,141,370.34196359176167,626.0906571498087
2155,20,378,237,458.02627474522166,430.6684810605411
2156,378,47,653,460.64242464881863,637.1261737449079
2157,26,379,470,371.77373819877175,666.026007274651
2158,379,42,229,360.90463783027667,314.9157095494765
2159,7,380,407,345.4415355664009,543.8437720805973
2160,380,46,660,459.6968485860851,460.29915755279393
2161,19,381,455,345.4644142140055,503.54240431732023
2162,381,9,204,387.7335544063151,430.96391926889623
2163,10,382,398,302.5155624972391,392.37794319990235
2164,382,48,737,348.7277138691166,581.1610860729058
2165,16,383,996,477.3681805663214,833.3130590360516
2166,383,37,224,419.212786220119,353.7913387414074
2167,30,384,427,317.94018380296916,876.9262337286657
2168,384,30,338,391.9265508712921,434.1615289942026
2169,25,385,301,368.91931914539435,396.59065901242485
