ID_Tuberia,ID_Nodo_Inicio,ID_Nodo_Final,Longitud_(km),Costo_de_energia,Flujo_Necesario_(m3),Mano_de_obra,Material,Costo_de_Operacion
870,18,21,47.1,2346.09,3774.86,9760.15,TC,202590.341
871,18,22,29.2,2829.88,2425.35,12628.66,TD,93855.956
872,18,23,43.9,2641.59,1586.11,7947.89,TD,84988.443
873,18,24,77.9,2069.88,4458.47,8660.15,TP,376231.158
874,18,25,49.8,2280.12,3003.82,10377.33,TC,175738.215
875,18,26,85.3,2007.44,2521.43,18957.51,TC,260687.692
876,18,27,74.7,2203.64,3748.32,13660.34,TD,304059.688
877,18,28,73.1,2148.59,927.86,16820.47,TP,122118.613
878,18,29,91.9,2858.41,1330.33,7454.21,TC,142260.42
879,18,30,94.5,2584.75,3902.39,8494.94,TD,384952.509
880,18,31,53.8,2451.91,3500.73,12753.13,TC,220123.383
881,18,32,80.7,2573.33,4171.95,16735.89,TP,391130.954
882,18,33,13.7,2247.54,2283.04,15225.81,TC,68544.551
883,18,34,28.1,2822.71,1513.19,9355.99,TC,66862.126
884,18,35,32.6,2854.59,2322.63,10221.13,TP,110257.831
885,18,36,53.3,2194.82,1801.52,13134.17,TD,119230.508
886,18,37,24.7,2640.08,2827.37,13017.74,TP,112831.113
887,18,38,91.5,2523.74,2559.69,15236.25,TD,261113.375
888,18,39,69.3,2412.09,4163.33,9815.85,TC,313507.314
889,18,40,97.7,2376.96,2568.08,10272.91,TD,269715.032
890,18,41,92.8,2046.15,3776.91,18645.92,TP,410345.75
891,18,42,18.4,2885.91,2536.92,15826.98,TD,74888.406
892,18,43,38.1,2049.93,3360.9,10250.96,TD,146501.756
893,18,44,17.1,2254.29,3273.41,16261.64,TC,95631.373
894,18,45,91.8,2791.26,3026.05,10765.59,TP,313955.979
895,18,46,36.4,2606.17,3538.06,15640.6,TC,167364.934
896,18,47,83.7,2549.44,1721.44,9729.17,TC,169011.059
897,18,48,47.6,2543.75,1756,12403.41,TP,124579.921
898,18,49,57.5,2342.34,2067.47,6519.17,TP,141431.292
899,19,50,55.3,2408.07,3765.62,14028.62,TP,254135.578
900,19,1,81.2,2739.06,2165.27,6787.07,TP,199598.901
901,19,2,32.7,2717.06,1671.87,11792.38,TP,93943.587
902,19,3,88.9,2297.75,1704.06,15366.08,TC,189130.668
903,19,4,30.5,2767.3,3497.7,12954.93,TD,130175.038
904,19,5,40.6,2972.11,1324.76,11483.11,TD,75130.342
905,19,6,13.4,2884.15,1649.82,7081.5,TC,41279.188
906,19,7,51.4,2178.95,4363.17,14685.92,TD,249943.36
907,19,8,66.4,2484.33,1551.76,15962.57,TP,155005.161
908,19,9,67.3,2669.66,3561.87,17726.89,TC,283155.358
909,19,10,25.1,2095.56,2712.08,7614.89,TP,93774.927
910,19,11,92.1,2005.91,3085.03,12347.88,TP,324415.601
911,19,12,33.2,2823.77,1235.55,13263.51,TC,74350.103
912,19,13,92.7,2151.85,929.11,12612.88,TC,117289.971
913,19,14,33.8,2659.92,2623.59,7658.53,TD,103590.91
914,19,15,36.6,2585.18,2237.64,12520.22,TC,113279.31
915,19,16,26.3,2895.95,2769.32,17620.95,TP,130354.011
916,19,17,42.8,2728.28,2184.62,18767.6,TC,139395.496
917,19,18,49.8,2373.88,3648.52,10418.09,TP,216366.255
918,19,19,95.7,2036.68,3374.37,9965.14,TC,347883.711
919,19,20,46.9,2354.48,3949.58,7489.4,TC,204815.402
920,19,21,21.6,2882.77,1249.61,9775.45,TP,60178.241
921,19,22,52.5,2887.68,2871.41,12544.37,TC,182488.756
922,19,23,21,2188.46,2983.59,9045.64,TC,85648.822
923,19,24,13,2545.94,4366.6,7492.57,TD,71299.852
924,19,25,85.2,2825.41,1429.52,8032.77,TD,137472.946
925,19,26,94,2536.7,3040.34,6627.84,TP,308874.964
926,19,27,74.4,2752,1565.27,14156.12,TP,163092.06
927,19,28,98,2699.4,3034.95,9546.21,TC,322080.783
928,19,29,19.1,2893.35,1665.37,11030.66,TC,60072.435
929,19,30,79,2293.84,1445.99,8602.19,TP,143193.839
930,19,31,48,2357.04,4242.68,7408.76,TP,228972.836
931,19,32,98.4,2906.65,2617.06,17166.49,TP,313641.473
932,19,33,63.8,2496.05,1778.95,18679.83,TP,173900.533
933,19,34,24.2,2528.82,1254.47,13459.84,TD,54422.738
934,19,35,61,2202.13,2719.93,13953.83,TD,190443.988
935,19,36,43.6,2652.26,3709.65,7843.15,TD,176942.04
936,19,37,53,2798.29,2329.86,15413.24,TC,161731.322
937,19,38,54.7,2344.96,3190.04,18886.88,TP,235389.476
938,19,39,15.2,2674.39,3596.1,12257.79,TD,76947.574
939,19,40,45.3,2943.42,1867.49,14979.7,TC,121994.027
940,19,41,35,2947.09,3938.67,10836.13,TC,165723.639
941,19,42,79.3,2967.76,2765.6,15394.17,TP,270001.767
942,19,43,80.6,2710.91,3326.37,17706.56,TD,299146.828
943,19,44,14.7,2059.95,1462.85,17034.82,TD,50819.557
944,19,45,46.5,2514.91,3828.98,17717.04,TP,235485.304
945,19,46,48.2,2532.46,2263.38,7943.35,TC,129897.081
946,19,47,76.6,2189.81,4328.17,17496.31,TC,373969.145
947,19,48,61.5,2231.42,1727.96,7504.53,TP,131765.003
948,19,49,29.8,2368.03,2973.43,9403.61,TC,112604.547
949,20,50,34.5,2217.75,2715.08,14107.92,TP,139622.562
950,20,1,77.4,2654.93,2073.54,17103.65,TD,190512.766
951,20,2,42.6,2381.06,1011.09,16342.66,TP,96115.74
952,20,3,85.9,2758.44,3304.28,9595.53,TC,308665.811
953,20,4,97,2243.12,3017.77,15671.12,TC,331010.386
954,20,5,91.6,2551.81,1934.24,16647.89,TP,231336.653
955,20,6,31.1,2335.09,2921.48,6558.12,TD,103686.11
956,20,7,38.9,2419.59,4192.1,14285.99,TD,188349.864
957,20,8,91.8,2380.52,2185.59,7307.24,TC,219824.334
958,20,9,25,2723.88,3569.84,18340.03,TP,148823.973
959,20,10,97.2,2094.18,2697.62,6836.35,TP,285495.529
960,20,11,70.1,2193.31,3556.05,14860.86,TP,297541.081
961,20,12,95.3,2041.85,2128.93,8299.05,TP,230655.934
962,20,13,41.3,2451.48,4377.95,18475.83,TP,240535.888
963,20,14,90.1,2272.6,1660.94,17697.59,TD,180239.438
964,20,15,55.2,2615.68,1413.34,12568.82,TD,100742.16
965,20,16,47.6,2037.75,1677.3,13190.54,TC,112215.472
966,20,17,54.5,2576.47,1248,14311.98,TC,103510.024
967,20,18,48.4,2173.8,3937.32,12974.53,TP,232961.131
968,20,19,82.5,2740.39,3557.58,13328.51,TC,326896.313
969,20,20,33.2,2687.24,3400.95,15708.9,TC,151729.25
970,20,21,71.4,2984.14,3161.91,10884.65,TD,246159.954
971,20,22,55.7,2334.61,1695.52,12680.48,TC,125940.178
972,20,23,20.4,2471.74,2115.17,8283.91,TP,71301.329
973,20,24,13.6,2115.6,3900.9,16246.13,TP,105530.843
974,20,25,18.9,2629.69,3467.24,13750.16,TD,90160.782
975,20,26,57.5,2163.41,1575.6,6884.13,TP,114101.213
976,20,27,85.6,2613.82,1300.24,12873.08,TP,153820.912
977,20,28,48.4,2322.87,2485.35,14946.6,TP,168948.27
978,20,29,95,2706.89,1386.6,6791.9,TD,145300.93
979,20,30,42.8,2970.44,2844.42,12153.43,TP,162387.249
980,20,31,99.6,2823.15,2908.54,17322.6,TC,332355.714
981,20,32,70.1,2132.47,2075.8,6615.11,TC,162860.803
982,20,33,36.8,2082.44,2984.17,10350.35,TP,143985.981
983,20,34,60.2,2838.91,4147.27,18462.32,TD,282044.276
984,20,35,58.9,2687.96,2384.59,15838.42,TC,179568.677
985,20,36,52.1,2266.42,2627.01,10684.83,TP,172256.614
986,20,37,27.5,2379.09,4010.24,11407.16,TD,130912.146
987,20,38,94.7,2278.69,2435.14,15939.41,TC,269547.091
988,20,39,67.6,2990.24,2030.82,15707.06,TC,176399.91
989,20,40,12.8,2655.15,1463.67,16956.12,TD,48519.918
990,20,41,42.7,2853.22,2566.97,10017.12,TD,128490.231
991,20,42,65.9,2848.65,1716.49,7755.99,TP,140008.91
992,20,43,69.6,2680.93,4120.34,13660.65,TC,320876.089
993,20,44,62.8,2436.96,4119.07,10849.46,TD,278473.692
994,20,45,90.5,2025.96,1657.13,9528.55,TD,167241.905
995,20,46,62.9,2448.28,3563.49,14310.24,TC,259505.353
996,20,47,51.7,2818.03,3157.63,11660.77,TD,184724.733
997,20,48,61.1,2896.18,1388.39,12935.22,TC,117477.815
998,20,49,27.3,2094.88,2641.54,9170.12,TP,102636.294
999,21,50,13.2,2395.86,2765.82,18157.12,TC,80666.06
1000,21,1,42.4,2498.74,2808.66,17026.15,TP,174366.989
1001,21,2,48.4,2871.8,4104.07,7838.41,TP,225807.859
1002,21,3,19.8,2142.59,1752.32,9179.75,TD,51526.126
1003,21,4,83.3,2750.04,2097.32,13939.78,TD,199760.444
1004,21,5,63.2,2550.12,4072.49,6512.96,TD,270352.224
1005,21,6,49.3,2502.88,2786.68,16594.17,TP,191328.131
1006,21,7,72.7,2780.69,2371.12,7736.34,TD,187539.258
1007,21,8,24.7,2326.44,2571.33,9481.12,TP,95229.763
1008,21,9,49.8,2401.84,4278.86,10380.37,TD,232097.66
1009,21,10,22.1,2695.75,2723.48,11390.01,TD,81108.674
1010,21,11,26.8,2983.45,1307.14,9382.29,TD,53026.466
1011,21,12,48.8,2541.79,4031.93,17227.7,TP,252705.844
1012,21,13,49.1,2501.81,3440.72,12639.19,TD,191663.866
1013,21,14,73.6,2321.97,1752.75,15308.86,TP,178781.836
1014,21,15,46.8,2394.34,1546.21,14597.14,TD,98112.392
1015,21,16,12.6,2934.38,1783.79,14148.11,TD,48047.11
1016,21,17,56.9,2534.6,1939.2,7430.94,TP,135910.994
1017,21,18,69.1,2238.82,1442.67,15684.84,TP,150550.321
1018,21,19,34.8,2645.07,4422.27,9905.86,TP,187248.232
1019,21,20,44.7,2571.67,1661.58,11602.6,TD,95408.456
1020,21,21,10.5,2922.83,2497.45,16584.14,TD,55680.679
1021,21,22,47.8,2071.52,4047.84,15510.51,TC,231232.445
1022,21,23,42.2,2315.23,2010.5,10903.16,TC,112235.598
1023,21,24,20.1,2784.95,3624.46,7546.92,TD,87711.668
1024,21,25,81.4,2266.38,3198.07,16747.73,TP,314507.241
1025,21,26,89.5,2223.14,1224.14,11951.71,TC,139272.603
1026,21,27,71,2035.36,1346.43,17096.27,TC,136953.311
1027,21,28,83.3,2403.55,3733.31,10748.84,TD,330586.417
1028,21,29,95.2,2772.99,1731.93,13996.05,TD,190046.406
1029,21,30,83.8,2796.6,2684.21,11567.46,TD,246241.334
1030,21,31,42.2,2216.83,3387.21,15642.36,TP,193648.408
1031,21,32,46.6,2708.1,1604.69,15912.39,TC,114085.151
1032,21,33,19.1,2281.36,3653.43,12945.82,TC,101837.259
1033,21,34,57.2,2029.36,1696.7,16587.96,TC,137232.908
1034,21,35,63.1,2859.65,3312.49,9343.22,TD,226826.921
1035,21,36,45.6,2784.81,1684.49,13364.1,TD,100980.114
1036,21,37,37.5,2316.99,3353.12,14845.74,TD,151812.174
1037,21,38,56.5,2303.62,2053.71,15360.99,TC,153668.512
1038,21,39,11,2185.79,4422.32,17271.72,TD,78466.062
1039,21,40,62.1,2257.15,2760.67,7089.07,TC,189999.618
1040,21,41,60,2486.59,2288,13529.29,TP,181707.389
1041,21,42,39.5,2350.08,2308.68,9376.46,TC,115108.798
1042,21,43,50.6,2919.14,2755.92,17241.58,TC,182024.326
1043,21,44,89.1,2400.73,3045.61,11303.4,TP,308805.121
1044,21,45,72,2860.82,3471.21,10243.29,TC,276347.507
1045,21,46,76,2978.53,4389.7,7025.1,TD,347835.89
1046,21,47,98.2,2374.79,3967,18715.32,TD,421878.702
1047,21,48,94.2,2726.09,1437.51,9662.15,TC,160362.477
1048,21,49,62.7,2343.13,1019.8,8447,TP,92470.29
1049,22,50,28.9,2697.66,3382.84,13126.96,TD,121464.872
1050,22,1,72.1,2797.62,1632.91,9529.51,TP,150071.912
1051,22,2,71.1,2481.66,4246.19,12134.82,TD,323801.481
1052,22,3,56.8,2256.63,2349.81,9250.19,TP,164401.427
1053,22,4,82.3,2287.92,3140.7,18671.68,TD,290642.218
1054,22,5,96.5,2914.03,1652.09,14865.14,TD,186124.939
1055,22,6,82.2,2027.66,3446.16,8165.9,TD,298367.452
1056,22,7,57.9,2661.74,4312.97,11042.09,TC,277779.51
1057,22,8,16,2960.62,975.34,6717.33,TP,39389.783
1058,22,9,84.4,2029.82,2957.4,15219.27,TC,286638.701
1059,22,10,69.2,2895.6,1471.96,16631.42,TP,156312.634
1060,22,11,67.6,2302.73,2036.5,7052.11,TC,156189.983
1061,22,12,86.2,2643.35,1661.93,13180.73,TC,176217.395
1062,22,13,92.2,2641.59,4250.77,16216.57,TP,444833.951
1063,22,14,94,2183.73,1719.07,16104.53,TD,189543.558
1064,22,15,16.9,2811.34,3031.34,9787.83,TP,84383.259
1065,22,16,31.3,2789.06,3964.14,14985.72,TP,173322.374
1066,22,17,64,2129.61,3127.04,6713.82,TP,223073.012
1067,22,18,22.4,2972.76,1015.1,18323.73,TC,67855.579
1068,22,19,63.8,2812.75,1225.34,17295.85,TD,108662.802
1069,22,20,25.2,2987.83,2209.11,18736.92,TP,116741.854
1070,22,21,53.7,2853.45,4227.19,17010.79,TD,257070.817
1071,22,22,97.9,2058.74,1458.29,6916.79,TD,155892.195
1072,22,23,63.9,2597.4,4015.65,15399.85,TP,306936.97
1073,22,24,88.8,2074.97,1379.14,9466.44,TP,153888.566
1074,22,25,25.1,2084.85,1809.33,11158.34,TD,65352.377
1075,22,26,55.8,2908.32,3106.22,13390.22,TD,197659.748
1076,22,27,31.9,2751.58,1515.44,9090.01,TP,79273.147
1077,22,28,38.3,2633.11,2712.01,13207.8,TC,136881.033
1078,22,29,66.2,2939.97,4437.05,9475.62,TD,311833.672
1079,22,30,75.1,2420.03,2161.94,16763.96,TP,216750
1080,22,31,43.7,2988.62,4490.83,7548.81,TD,211315.987
1081,22,32,29.5,2806.54,4372.47,8672.07,TC,151740.166
1082,22,33,70.3,2857.97,1007.81,16978.1,TD,100871.973
1083,22,34,66.6,2766.43,1932.72,17550.44,TC,171851.594
1084,22,35,96.2,2227.45,3469.65,15489.75,TD,360791.38
1085,22,36,49,2726.54,1339.62,9322.79,TP,97268.569
1086,22,37,37.5,2503.6,2546.27,15204.29,TC,132958.592
1087,22,38,10.3,2772.79,3235.86,13465.51,TC,67072.821
1088,22,39,73.2,2313.67,3960.97,12902.49,TD,312900.658
1089,22,40,99.4,2481.44,2186.09,15705.69,TP,268466.425
1090,22,41,70,2873.09,3954.32,14231.94,TC,312408.952
1091,22,42,77.7,2132.99,1717.59,17932.74,TD,164282.117
1092,22,43,16.6,2666.05,4402.56,14203.12,TC,108415.722
1093,22,44,35.6,2226.57,3622.58,18888.61,TD,161412.194
1094,22,45,34.5,2296.02,3590.32,8093.72,TC,144777.616
1095,22,46,43.1,2740.6,3917.42,12047.37,TD,190857.194
1096,22,47,76.3,2725.86,1185.04,6757.98,TP,114094.15
1097,22,48,13.2,2084.94,2986.65,18775.59,TP,99713.049
1098,22,49,73.6,2636.78,1870.97,13056.63,TP,180815.725
1099,23,50,83.4,2897.26,3327.93,14074.49,TD,302965.806
1100,23,1,44.8,2626.84,3496.47,6815.86,TP,180397.862
1101,23,2,53.9,2767.35,2365.16,10726.87,TD,147412.466
1102,23,3,42.7,2846.05,1761.24,9711.54,TC,100387.54
1103,23,4,81.8,2764.99,1563.64,17991.58,TC,172051.376
1104,23,5,11.9,2192.73,946.96,17113.77,TC,52823.225
1105,23,6,50,2425.36,4023.6,18170.69,TD,232678.464
1106,23,7,30.8,2177.72,3394.9,9762.23,TC,129193.769
1107,23,8,57.1,2924.76,3135.28,11177.43,TC,207657.337
1108,23,9,26.6,2767.78,3516.45,12463.58,TP,134942.448
1109,23,10,86.3,2358.56,3127.57,12508.21,TP,311043.302
1110,23,11,55.6,2825.93,2924.76,12808.41,TC,194901.929
1111,23,12,33,2727.39,3030.45,18641.76,TC,145608.288
1112,23,13,16.2,2001.11,3938.04,12671.48,TC,94941.762
1113,23,14,18,2277.26,1572.36,12156.96,TP,68266.316
1114,23,15,55.8,2304.42,1148.35,17265.78,TD,94007.598
1115,23,16,35.8,2216.97,2912.58,15465.4,TD,131231.974
1116,23,17,61.5,2045.82,2545.27,7954.9,TC,176876.195
1117,23,18,77.3,2191.55,2224,8549.63,TP,200610.603
1118,23,19,29.4,2800.57,4225.55,18507.29,TD,156643.404
1119,23,20,54.8,2393.69,2459.97,12712.02,TC,166437.692
1120,23,21,55.5,2245.15,1347.46,18132.28,TC,118733.424
1121,23,22,29.6,2804.12,2239.84,10885.34,TP,102847.938
1122,23,23,90.2,2835.31,1014.9,7405.62,TP,117336.712
1123,23,24,52,2073.57,3348.27,7391.67,TP,199097.787
1124,23,25,12.6,2001.67,1968.11,18957.45,TP,85567.951
1125,23,26,81.3,2060.46,2655.48,16749.67,TD,244750.456
1126,23,27,25.2,2360.79,2546.08,14850.19,TD,90282.31
1127,23,28,15.4,2225.01,2696.67,18124.97,TP,99941.135
1128,23,29,40.2,2854.4,3732.15,16642.06,TP,204477.216
1129,23,30,83.2,2722.39,2573.14,9447.66,TD,231923.894
1130,23,31,11.5,2202.28,2890.08,11676.47,TD,54120.552
1131,23,32,55,2032.45,948.79,12148.55,TP,91876.405
1132,23,33,69.1,2419.54,1702.71,18216.61,TC,161975.004
1133,23,34,24.5,2250.24,4087.43,15746.86,TP,151207.541
1134,23,35,68,2729.78,4377.51,17809.62,TP,355610.282
1135,23,36,14,2584.77,1900.44,7050.94,TD,40472.434
1136,23,37,93.9,2814.1,3937.17,12719.93,TD,392866.251
1137,23,38,26.6,2962.23,3969.92,12128.85,TC,136458.457
1138,23,39,74.7,2361.59,2140.05,8605.12,TD,175991.517
1139,23,40,13.8,2758.2,3724.9,12217.05,TD,73709.1
1140,23,41,69.5,2323.29,2237.88,13943.25,TP,201080.025
1141,23,42,40.5,2034.78,1947.98,9606.7,TP,110708.74
1142,23,43,38.8,2468.49,932.47,11486.39,TD,57026.55
1143,23,44,56.6,2867.61,1028.45,11195.03,TP,95782.473
1144,23,45,61.1,2563.1,1847.8,16569.43,TD,141974.768
1145,23,46,42,2304.79,1465.12,16051.78,TC,100758.924
1146,23,47,84.4,2573.24,3060.55,12973.59,TD,281641.404
1147,23,48,78.2,2209.87,1354.97,12353.55,TP,146464.529
1148,23,49,77.7,2659.15,3245.79,15313.9,TD,279359.273
1149,24,50,71.6,2190.27,2566.57,7751.59,TP,209986.611
1150,24,1,80.8,2577.21,4289.19,17416.03,TC,389200.631
1151,24,2,61.2,2916.62,4141.66,16713.81,TD,283128.308
1152,24,3,97.9,2570.53,1217.71,15008.96,TD,145798.675
1153,24,4,23.3,2076.23,3069.15,12478.78,TC,102288.619
1154,24,5,48.4,2167.94,958.27,15877.71,TD,73952.544
1155,24,6,44.6,2676.92,3636.58,12224.21,TC,192984.071
1156,24,7,71,2726.13,1292.73,9300.77,TC,115901.731
1157,24,8,72.6,2606.65,3348.51,13370.77,TD,267101.708
1158,24,9,57.8,2039.73,2558.11,14338.4,TP,194347.528
1159,24,10,75.9,2945.61,1325.14,14171.01,TC,136117.059
1160,24,11,21.9,2154.62,2450.29,10233.02,TD,72188.803
1161,24,12,68.6,2389.7,4348.23,17670.41,TC,341320.221
1162,24,13,17.3,2864.26,2412.89,18156.78,TC,86367.851
1163,24,14,35.5,2926.23,3126.82,17012.8,TP,166668.02
1164,24,15,64.2,2161.06,937.87,14948.01,TP,108711.145
1165,24,16,36.8,2002.39,938.94,9122.71,TD,51151.718
1166,24,17,50.4,2282.96,1407.7,17408.21,TC,113269.923
1167,24,18,81.5,2501.57,1628.52,15727,TD,160389.15
1168,24,19,69.7,2531.78,4349.51,15968,TP,355193.427
1169,24,20,90.9,2990.96,4066.92,17441.47,TP,426742.545
1170,24,21,18.9,2750.47,1383.69,14906.21,TD,52752.147
1171,24,22,92.9,2218.38,2383.48,14695.04,TP,269198.296
1172,24,23,94.9,2973.38,3489.96,10143.83,TP,365616.457
1173,24,24,11.6,2097.05,2261.52,6730.72,TP,49195.914
1174,24,25,42.1,2184.39,2185.43,7252.55,TD,105795.073
1175,24,26,17.7,2488.13,2874.6,15494,TP,101399.95
1176,24,27,73.1,2895.1,3237.65,13666.5,TD,261433.715
1177,24,28,25.2,2426.94,2011.02,16270.43,TD,79137.332
1178,24,29,63.3,2364.28,3975.44,8261.86,TC,273011.91
1179,24,30,62.9,2976.36,1407.25,15737.61,TP,140278.976
1180,24,31,68.5,2491.52,3994.99,14796.25,TC,310179.71
1181,24,32,81.5,2936.97,3619.55,11542.67,TD,316398.567
1182,24,33,60.8,2279.31,3521.72,12411.99,TP,254877.055
1183,24,34,32.4,2138.62,943.71,14653.03,TP,78139.217
1184,24,35,43.7,2257.75,3417.91,12862.01,TP,191492.648
1185,24,36,63.4,2842.24,2959.29,12542.91,TC,219309.919
1186,24,37,69.9,2533.06,2245.32,8906.23,TP,187090.241
1187,24,38,50,2966.86,1602.5,17140.14,TP,136226.294
1188,24,39,68.6,2375.22,3280.78,7591.75,TD,239583.528
1189,24,40,66.6,2067.24,3788.26,18442.53,TD,283873.404
1190,24,41,15.4,2305.15,2840.59,7284.72,TD,57705.788
1191,24,42,69.5,2459.63,2253.37,6600.75,TP,179531.17
1192,24,43,75.7,2893.29,1231.09,16770.56,TD,122919.699
1193,24,44,48.2,2875.93,4246.24,6962.08,TP,229127.146
1194,24,45,97.4,2271,4309.59,12698.75,TP,461391.191
1195,24,46,76.6,2776.37,2614.71,15703.88,TP,251745.184
1196,24,47,13.7,2069.2,4282.46,10625.37,TD,77739.494
1197,24,48,56.4,2259.43,4435.17,11726.8,TC,279374.658
1198,24,49,28.1,2562,3392.58,17947.13,TP,153529.601
1199,25,50,22.2,2746.15,1083.96,10066.55,TP,58016.367
1200,25,1,23.2,2996.11,3919.73,17163.39,TC,133409.643
1201,25,2,16.5,2947.98,2371.04,14039.55,TD,64533.42
1202,25,3,59.1,2548.3,4204.63,12297.85,TP,289165.268
1203,25,4,65.9,2850.45,3054.28,8522.62,TD,217763.694
1204,25,5,73,2195.58,3439.09,12328.83,TD,272975.278
1205,25,6,82.4,2424.74,3220.22,12057.78,TC,295503.762
1206,25,7,32.6,2638.41,1228.06,17784.04,TD,71127.63
1207,25,8,74.3,2169.68,2065.99,15110.48,TD,179849.505
1208,25,9,68.5,2860.96,1383.72,16953.22,TC,136638.186
1209,25,10,72.6,2158.68,4470.85,11874.47,TC,354053.671
1210,25,11,35.5,2727.87,1838.17,15265.56,TP,115306.141
1211,25,12,74.1,2368.45,1427.21,14284.3,TC,140978.601
1212,25,13,41,2466.92,1128.58,6782.22,TD,59590.252
1213,25,14,95.1,2115.22,2856.78,7609.52,TP,297384.51
1214,25,15,62.4,2434.38,2815.08,10192.22,TD,194402.924
1215,25,16,85.9,2461.99,3093.48,7904.64,TC,286372.594
1216,25,17,93.8,2426.92,2351.9,14797.64,TD,246711.364
1217,25,18,77.8,2044.21,3976.8,18788.59,TD,341500.994
1218,25,19,97.5,2235.86,1870.27,17572.68,TC,225004.349
1219,25,20,33.1,2387.38,1090.5,16880.39,TP,90812.139
1220,25,21,46.2,2185.5,2081.35,13169.62,TP,139169.692
1221,25,22,46.5,2541.95,3694.7,11460.25,TD,192681.9
1222,25,23,91.3,2915.96,1317.49,18270.64,TC,165225.269
1223,25,24,97.8,2750.75,4199.71,6800.23,TC,429122.917
1224,25,25,87.3,2130.07,3980.42,18242.01,TP,406170.967
1225,25,26,96.3,2130.11,3853.78,14926.23,TC,407579.453
1226,25,27,40.8,2387.49,4185.35,16100.2,TD,198910.09
1227,25,28,86,2421.61,3490.76,13589.52,TD,324370.202
1228,25,29,78.5,2708.4,4472.81,17050.67,TC,393040.526
1229,25,30,24.9,2908.51,1684.15,14794.55,TC,78871.31
1230,25,31,25.5,2487.51,4412.37,16947.49,TP,167540.164
1231,25,32,94.9,2384.81,3160.52,18328.39,TP,359136.167
1232,25,33,64.1,2595.51,3950.38,13435.84,TC,286717.3
1233,25,34,46,2395.46,1206.57,8503,TC,77454.58
1234,25,35,35.6,2515.81,3242.69,18559.12,TC,160641.55
1235,25,36,14.9,2139.78,1071.19,7961.42,TC,36411.777
1236,25,37,45.6,2513.16,3631.06,6734.62,TC,183579.122
1237,25,38,74.3,2886.32,3313.69,7804.87,TP,273288.584
1238,25,39,66.4,2725.31,3680.34,7922.6,TD,259776.046
1239,25,40,29.5,2602.63,1570.8,12508.49,TP,87717.549
1240,25,41,42.3,2155.01,2265.67,14697.48,TP,143555.039
1241,25,42,53,2917,3399.23,9713,TC,205416.09
1242,25,43,41.8,2834.17,2652.81,16169.23,TC,150910.857
1243,25,44,90.8,2650.71,3219.11,16547.17,TP,346242.125
1244,25,45,82.5,2849.28,3842.68,8362.21,TC,339103.463
1245,25,46,50.2,2960.3,3997.06,18557.73,TC,246295.491
1246,25,47,10.2,2456.15,3355.19,17092.82,TC,75992.574
1247,25,48,37.4,2160.02,1279.83,14614.25,TC,83638.437
1248,25,49,87.2,2505.05,4218.94,11146.23,TP,404949.931
1249,26,50,78.4,2749.31,2033.33,8187.1,TD,175261.742
1250,26,1,60.8,2801.67,3568.81,17655.76,TP,274518.174
1251,26,2,63.3,2448.79,3334.93,11191.92,TD,231456.931
1252,26,3,45.2,2142.46,3355.47,12391.14,TC,182309.326
1253,26,4,47.5,2501.1,4463.99,11106.4,TP,248970.465
1254,26,5,10.9,2930.52,4253.49,11301.9,TP,84329.451
1255,26,6,99.5,2179.6,904.49,17996.09,TC,133567.362
1256,26,7,42.9,2793,1533.89,11668,TP,104767.681
1257,26,8,74.8,2299.37,2740.19,9338.43,TC,228743.971
1258,26,9,60.1,2209.3,2085.96,14949.01,TD,151493.912
1259,26,10,67.5,2399.78,1811.83,9173.64,TC,145797.677
1260,26,11,41.7,2097.21,1411,14820.47,TC,95022.991
1261,26,12,69.9,2439.36,3215.01,14285.92,TP,271454.911
1262,26,13,94.5,2758.71,2230.58,14545.59,TC,247003.377
1263,26,14,94.2,2073.31,1505.9,13224.05,TP,184923.645
1264,26,15,59.2,2671.02,4195.82,18597.89,TC,293838.711
1265,26,16,43,2608.95,4327.12,18414.58,TC,231028.644
1266,26,17,69.2,2624.03,3001.2,9130.1,TC,231306.3
1267,26,18,64.9,2166.73,3139.68,13115.28,TP,246589.33
1268,26,19,67,2434,4250.47,18999.09,TP,346112.669
1269,26,20,46.4,2710.14,2420.81,16935.25,TC,153986.799
1270,26,21,47.6,2584.63,4227.9,18286.74,TP,260521.564
1271,26,22,38.1,2190.57,1725.51,8940.39,TD,82237.125
1272,26,23,45.8,2410.19,4326.47,9936.37,TC,223416.167
1273,26,24,85.4,2937.62,1412.12,18335.75,TP,180373.493
1274,26,25,83.1,2356.44,3281.73,6783.54,TC,290670.345
1275,26,26,25,2536.83,3447.76,12601.29,TP,127794.829
1276,26,27,55,2399.55,2635.95,18859.64,TC,190753.972
1277,26,28,15.7,2503.68,963.12,10752.4,TD,34828.504
1278,26,29,11.1,2217.37,3166.27,9721.27,TP,67498.904
1279,26,30,39.1,2661.1,1168.7,7172.09,TD,59832.614
1280,26,31,86.8,2824.14,2135.51,15759.53,TC,224433.327
1281,26,32,27.6,2284.41,3628.68,18703.82,TP,160417.82
1282,26,33,13.7,2853.04,2001.76,10362.27,TD,46856.784
1283,26,34,39.3,2486.67,4053.98,11967.91,TD,180956.74
1284,26,35,78.7,2927.79,1627.08,9650.32,TD,146419.498
1285,26,36,40.6,2721.07,1507.04,17733.36,TP,118880.31
